X ; Y ; Z ; time ; Temperature 
3.500e+01 ; 1.200e+01 ; 1.200e+00 ; 0.0000000e+00 ; 2.3500000e+02 
3.500e+01 ; 1.200e+01 ; 1.200e+00 ; 1.0000000e-03 ; 2.3500000e+02 
3.500e+01 ; 1.200e+01 ; 1.200e+00 ; 2.0000001e-03 ; 2.3500000e+02 
3.500e+01 ; 1.200e+01 ; 1.200e+00 ; 3.0000000e-03 ; 2.3500000e+02 
3.500e+01 ; 1.200e+01 ; 1.200e+00 ; 4.9999999e-03 ; 2.3500000e+02 
3.500e+01 ; 1.200e+01 ; 1.200e+00 ; 8.9999996e-03 ; 2.3500000e+02 
3.500e+01 ; 1.200e+01 ; 1.200e+00 ; 1.7000001e-02 ; 2.3500000e+02 
3.500e+01 ; 1.200e+01 ; 1.200e+00 ; 3.3000000e-02 ; 2.3500000e+02 
3.500e+01 ; 1.200e+01 ; 1.200e+00 ; 6.4999998e-02 ; 2.3500000e+02 
3.500e+01 ; 1.200e+01 ; 1.200e+00 ; 1.2899999e-01 ; 2.3500000e+02 
3.500e+01 ; 1.200e+01 ; 1.200e+00 ; 2.5700000e-01 ; 2.3500000e+02 
3.500e+01 ; 1.200e+01 ; 1.200e+00 ; 5.1300001e-01 ; 2.3500000e+02 
3.500e+01 ; 1.200e+01 ; 1.200e+00 ; 7.6899999e-01 ; 2.3500000e+02 
3.500e+01 ; 1.200e+01 ; 1.200e+00 ; 8.9999998e-01 ; 2.3500000e+02 
3.500e+01 ; 1.200e+01 ; 1.200e+00 ; 8.9999998e-01 ; 2.3500000e+02 
3.500e+01 ; 1.200e+01 ; 1.200e+00 ; 9.0099998e-01 ; 2.3500000e+02 
3.500e+01 ; 1.200e+01 ; 1.200e+00 ; 9.0199998e-01 ; 2.3500000e+02 
3.500e+01 ; 1.200e+01 ; 1.200e+00 ; 9.0299998e-01 ; 2.3500000e+02 
3.500e+01 ; 1.200e+01 ; 1.200e+00 ; 9.0499998e-01 ; 2.3500000e+02 
3.500e+01 ; 1.200e+01 ; 1.200e+00 ; 9.0899998e-01 ; 2.3500000e+02 
3.500e+01 ; 1.200e+01 ; 1.200e+00 ; 9.1699998e-01 ; 2.3500000e+02 
3.500e+01 ; 1.200e+01 ; 1.200e+00 ; 9.3299998e-01 ; 2.3500000e+02 
3.500e+01 ; 1.200e+01 ; 1.200e+00 ; 9.6499997e-01 ; 2.3500000e+02 
3.500e+01 ; 1.200e+01 ; 1.200e+00 ; 1.0290000e+00 ; 2.3500000e+02 
3.500e+01 ; 1.200e+01 ; 1.200e+00 ; 1.1570000e+00 ; 2.3500000e+02 
3.500e+01 ; 1.200e+01 ; 1.200e+00 ; 1.4130000e+00 ; 2.3500000e+02 
3.500e+01 ; 1.200e+01 ; 1.200e+00 ; 1.8000000e+00 ; 2.3500000e+02 
3.500e+01 ; 1.200e+01 ; 1.200e+00 ; 1.8000000e+00 ; 2.3500000e+02 
3.500e+01 ; 1.200e+01 ; 1.200e+00 ; 1.8010000e+00 ; 2.3500000e+02 
3.500e+01 ; 1.200e+01 ; 1.200e+00 ; 1.8020000e+00 ; 2.3500000e+02 
3.500e+01 ; 1.200e+01 ; 1.200e+00 ; 1.8030000e+00 ; 2.3500000e+02 
3.500e+01 ; 1.200e+01 ; 1.200e+00 ; 1.8050000e+00 ; 2.3500000e+02 
3.500e+01 ; 1.200e+01 ; 1.200e+00 ; 1.8090000e+00 ; 2.3500000e+02 
3.500e+01 ; 1.200e+01 ; 1.200e+00 ; 1.8170000e+00 ; 2.3500000e+02 
3.500e+01 ; 1.200e+01 ; 1.200e+00 ; 1.8330000e+00 ; 2.3500000e+02 
3.500e+01 ; 1.200e+01 ; 1.200e+00 ; 1.8649999e+00 ; 2.3500000e+02 
3.500e+01 ; 1.200e+01 ; 1.200e+00 ; 1.9289999e+00 ; 2.3500000e+02 
3.500e+01 ; 1.200e+01 ; 1.200e+00 ; 2.0570000e+00 ; 2.3500000e+02 
3.500e+01 ; 1.200e+01 ; 1.200e+00 ; 2.3130000e+00 ; 2.3500000e+02 
3.500e+01 ; 1.200e+01 ; 1.200e+00 ; 2.6999999e+00 ; 2.3500000e+02 
3.500e+01 ; 1.200e+01 ; 1.200e+00 ; 2.6999999e+00 ; 2.3500000e+02 
3.500e+01 ; 1.200e+01 ; 1.200e+00 ; 2.7009999e+00 ; 2.3500000e+02 
3.500e+01 ; 1.200e+01 ; 1.200e+00 ; 2.7019999e+00 ; 2.3500000e+02 
3.500e+01 ; 1.200e+01 ; 1.200e+00 ; 2.7029999e+00 ; 2.3500000e+02 
3.500e+01 ; 1.200e+01 ; 1.200e+00 ; 2.7049999e+00 ; 2.3500000e+02 
3.500e+01 ; 1.200e+01 ; 1.200e+00 ; 2.7089999e+00 ; 2.3500000e+02 
3.500e+01 ; 1.200e+01 ; 1.200e+00 ; 2.7169999e+00 ; 2.3500000e+02 
3.500e+01 ; 1.200e+01 ; 1.200e+00 ; 2.7329999e+00 ; 2.3500000e+02 
3.500e+01 ; 1.200e+01 ; 1.200e+00 ; 2.7649999e+00 ; 2.3500000e+02 
3.500e+01 ; 1.200e+01 ; 1.200e+00 ; 2.8289999e+00 ; 2.3500000e+02 
3.500e+01 ; 1.200e+01 ; 1.200e+00 ; 2.9569999e+00 ; 2.3500000e+02 
3.500e+01 ; 1.200e+01 ; 1.200e+00 ; 3.2129999e+00 ; 2.3500000e+02 
3.500e+01 ; 1.200e+01 ; 1.200e+00 ; 3.5999999e+00 ; 2.3500000e+02 
3.500e+01 ; 1.200e+01 ; 1.200e+00 ; 3.5999999e+00 ; 2.3500000e+02 
3.500e+01 ; 1.200e+01 ; 1.200e+00 ; 3.6009999e+00 ; 2.3500000e+02 
3.500e+01 ; 1.200e+01 ; 1.200e+00 ; 3.6019999e+00 ; 2.3500000e+02 
3.500e+01 ; 1.200e+01 ; 1.200e+00 ; 3.6029999e+00 ; 2.3500000e+02 
3.500e+01 ; 1.200e+01 ; 1.200e+00 ; 3.6049999e+00 ; 2.3500000e+02 
3.500e+01 ; 1.200e+01 ; 1.200e+00 ; 3.6089999e+00 ; 2.3500000e+02 
3.500e+01 ; 1.200e+01 ; 1.200e+00 ; 3.6169999e+00 ; 2.3500000e+02 
3.500e+01 ; 1.200e+01 ; 1.200e+00 ; 3.6329999e+00 ; 2.3500000e+02 
3.500e+01 ; 1.200e+01 ; 1.200e+00 ; 3.6649999e+00 ; 2.3500000e+02 
3.500e+01 ; 1.200e+01 ; 1.200e+00 ; 3.7289999e+00 ; 2.3500000e+02 
3.500e+01 ; 1.200e+01 ; 1.200e+00 ; 3.8569999e+00 ; 2.3500000e+02 
3.500e+01 ; 1.200e+01 ; 1.200e+00 ; 4.1129999e+00 ; 2.3500000e+02 
3.500e+01 ; 1.200e+01 ; 1.200e+00 ; 4.4999999e+00 ; 2.3500000e+02 
3.500e+01 ; 1.200e+01 ; 1.200e+00 ; 4.4999999e+00 ; 2.3500000e+02 
3.500e+01 ; 1.200e+01 ; 1.200e+00 ; 4.5009999e+00 ; 2.3500000e+02 
3.500e+01 ; 1.200e+01 ; 1.200e+00 ; 4.5019999e+00 ; 2.3500000e+02 
3.500e+01 ; 1.200e+01 ; 1.200e+00 ; 4.5029999e+00 ; 2.3500000e+02 
3.500e+01 ; 1.200e+01 ; 1.200e+00 ; 4.5049999e+00 ; 2.3500000e+02 
3.500e+01 ; 1.200e+01 ; 1.200e+00 ; 4.5089999e+00 ; 2.3500000e+02 
3.500e+01 ; 1.200e+01 ; 1.200e+00 ; 4.5169999e+00 ; 2.3500000e+02 
3.500e+01 ; 1.200e+01 ; 1.200e+00 ; 4.5329999e+00 ; 2.3500000e+02 
3.500e+01 ; 1.200e+01 ; 1.200e+00 ; 4.5649999e+00 ; 2.3500000e+02 
3.500e+01 ; 1.200e+01 ; 1.200e+00 ; 4.6289999e+00 ; 2.3500000e+02 
3.500e+01 ; 1.200e+01 ; 1.200e+00 ; 4.7569999e+00 ; 2.3500000e+02 
3.500e+01 ; 1.200e+01 ; 1.200e+00 ; 5.0129999e+00 ; 2.3500000e+02 
3.500e+01 ; 1.200e+01 ; 1.200e+00 ; 5.3999999e+00 ; 2.3500000e+02 
3.500e+01 ; 1.200e+01 ; 1.200e+00 ; 5.3999999e+00 ; 2.3500000e+02 
3.500e+01 ; 1.200e+01 ; 1.200e+00 ; 5.4009999e+00 ; 2.3500000e+02 
